episode,reward
0,-325.579113837775
1,-308.9057530789189
2,-356.09151543687983
3,-312.55008287748126
4,-158.15607895872017
5,-117.34587417800702
6,-136.16333715294792
7,-119.43852015145362
8,-116.25740462728695
9,-115.8390859847415
10,-114.42116122019462
11,-117.69795608932091
12,-131.7301289908266
13,-169.5546408605319
14,-125.4640422435626
15,-160.7049280182939
16,-192.17454827649706
17,-133.522238285522
18,-132.5172514197063
19,-122.07822552754503
20,42.80147512254133
21,-129.02250239897194
22,-120.79059046672162
23,-129.7057012711579
24,-127.04693980082187
25,-123.91708509931115
26,-127.84855057364481
27,-112.06504294578902
28,-132.65633223304732
29,-129.44389525439644
30,-186.89728272621048
31,-182.2697705053634
32,-195.7666748935269
33,-161.70657518862185
34,-168.6900660236348
35,-163.17083044912107
36,-159.43665410099334
37,-221.61904690989277
38,-168.75855177607718
39,-174.0211765947065
40,4.521218918774615
41,-182.08916497588535
42,-189.49076032399813
43,-153.12845250442248
44,-136.53650130203448
45,-136.27324035757078
46,-166.89839968855478
47,-178.93084316886763
48,-139.2315719641974
49,-173.42775183836056
50,-175.12790481687762
51,-176.2688502279346
52,-40.66542106466166
53,-201.15915817520874
54,-160.35757685496384
55,-209.20289354584006
56,-206.081648040419
57,-155.77167927983936
58,-154.94712131867362
59,-152.5120611898529
60,-151.94212216266175
61,-177.20828389927055
62,-176.07722419252394
63,-179.16503845943106
64,-304.57258535234683
65,-143.9025575105332
66,-131.06969458215636
67,-112.09772821177457
68,-111.16796308197765
69,-118.60444340441742
70,-120.03383939021813
71,-122.16541852940622
72,-155.69562814339378
73,-159.45889889352367
74,-146.10497112266094
75,-152.24229253679636
76,-147.1948955526145
77,-100.0
78,-176.75901090956685
79,-122.9020097617216
80,-222.92976877004187
81,-174.1609352130002
82,-166.385704075844
83,-107.42020491869151
84,-130.56869046561192
85,-138.75537894511598
86,-113.22046251589578
87,-103.13995130055625
88,-113.09504335413024
89,-112.77040702932143
90,-143.08080067955305
91,-108.34924106633828
92,-157.72677277522823
93,-108.98823839497409
94,-105.82816717095147
95,-143.765311676909
96,-141.06765882529191
97,-109.68533708850799
98,-149.12818073707976
99,-139.87736103705018
100,-112.04445652244856
101,-108.63554431406689
102,-146.1937019428155
103,-133.82765136955277
104,-129.1129366933857
105,-114.14915349302933
106,-170.68301015130083
107,-144.12789276429692
108,-134.2633629096923
109,-131.93518479787437
110,-208.31644291363008
111,-193.52236182266924
112,-146.30799465708625
113,-164.5004003141698
114,-119.43266263711425
115,15.314258700130445
116,-127.49240715282671
117,-164.04831053817279
118,-164.30195918518962
119,-192.85036378790022
120,-124.90531551448612
121,-80.57050372812981
122,-191.02708889593703
123,-245.4526145137782
124,-176.19894888371795
125,-167.09180519509357
126,-191.53816382377562
127,-133.23398465146568
128,-170.09943494114458
129,-325.34527622196117
130,-134.8025829606334
131,-140.08362213664935
132,-177.360393852071
133,-161.36343334846026
134,-69.26756160171863
135,-161.01746933439563
136,-185.44546834224832
137,-147.59013181565095
138,-176.01298090452656
139,28.837337256048777
140,-164.53603033501216
141,-159.32268209597643
142,-171.08786577055866
143,-153.6522202324373
144,-119.21033883769326
145,-116.52104827416994
146,-164.6870772041626
147,-167.08697754526062
148,-207.79788027461754
149,-188.97228909784184
150,-239.61886247991805
151,-119.35251909048344
152,-119.53348807368766
153,-186.1953021165056
154,-195.3407834645376
155,-122.30337437211168
156,-186.9056571457878
157,-160.55316869318233
158,-178.72819159753618
159,-137.82417499253881
160,-173.26091589545547
161,-192.7406142911887
162,-158.61924039484157
163,-155.73211611448545
164,-117.8499477719019
165,-144.82264591737822
166,-111.01667018213959
167,-174.5419842038548
168,-163.26761032731164
169,-166.19967823824368
170,-120.17221408384249
171,-120.38483566012447
172,-121.40933279666105
173,-151.29101716476998
174,-124.3191438647147
175,-133.0278612004347
176,-107.65001841662033
177,-160.1926748838705
178,-120.62700377413256
179,-126.53907808803488
180,-166.1403078816462
181,-152.31139210071592
182,-137.07144417515264
183,-171.73987699970678
184,-154.2969893642831
185,-173.89681450351395
186,-136.41823003821736
187,-167.1706130671411
188,-117.13537509083504
189,-100.0
190,22.722870346110042
191,-120.54941193071049
192,-121.94248883113232
193,-130.38476235672763
194,-110.99805745504418
195,-164.91446092329136
196,17.807089272272407
197,-176.53621008247774
198,-110.35426694771036
199,-143.7301967064535
200,3.439839839017935
201,-113.64133058720479
202,-170.56541397386343
203,-154.21666699695965
204,-165.71207094524732
205,-145.16965072590463
206,-117.5298849856257
207,-116.1757411400756
208,-151.62788314137194
209,-158.80434189146322
210,-193.39014918223614
211,-132.07143301364744
